metro_title,primary_state,region,business_key,business_type,business_feasibility_score,business_feasibility_rank,feasibility_band,entry_strategy,strategy_guidance,market_strength_probability,category_fit_score,whitespace_opportunity_score,momentum_score,recommendation_summary,strength_1,strength_2,strength_3,risk_1,risk_2,recent_unemployment_change,population,median_income,unemployment_rate
"Redding, CA",CA,West,restaurant,Restaurant / Food Service,8.611764687455258,307,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.28705882291517526,18.028508964531596,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.5,181121,71140,5.3
"Greenville, NC",NC,South,restaurant,Restaurant / Food Service,11.786402844453372,258,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.3124203247001699,24.23980955174166,79.99999999999997,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,-0.09999999999999964,180783,57031,4.0
"Muskegon-Norton Shores, MI",MI,Midwest,restaurant,Restaurant / Food Service,5.712692685111545,364,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.19042308950371817,15.945709366734492,44.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.7999999999999998,177428,60829,5.1
"Eau Claire, WI",WI,Midwest,restaurant,Restaurant / Food Service,38.38625274160135,121,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.44401853543200814,0.24349850871202633,44.589029035577724,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.10000000000000009,176153,74869,2.9
"Oshkosh-Neenah, WI",WI,Midwest,restaurant,Restaurant / Food Service,45.188894087897324,107,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.5747440523211538,0.16522701418055208,52.211604751320245,67.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.20000000000000018,173307,71146,2.7
"Sebastian-Vero Beach-West Vero Corridor, FL",FL,South,restaurant,Restaurant / Food Service,13.466543696528992,228,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.09025198938992043,0.23829681464115204,23.747043501522764,56.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category location density,0.49999999999999956,172139,79849,4.1
"Bloomington, IL",IL,Midwest,restaurant,Restaurant / Food Service,68.32089376073856,31,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.8666666666666668,0.2551409031357296,62.81945636613795,68.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Business density,0.19999999999999973,172069,81240,3.9
"Idaho Falls, ID",ID,West,restaurant,Restaurant / Food Service,68.58097539058836,30,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9,0.1860325130196122,65.93623681706076,60.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Business density,Category demand footprint,Payroll efficiency,0.3999999999999999,171773,85767,3.1
"La Crosse-Onalaska, WI-MN",WI,Midwest,restaurant,Restaurant / Food Service,42.60748223347498,111,High,Momentum Market,Healthy metro fundamentals with improving labor-market momentum.,0.4981092436974789,0.2579945058217153,46.11894392999893,67.99999999999999,"Momentum Market: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Category demand footprint,0.20000000000000018,170763,75117,2.7
"Homosassa Springs, FL",FL,South,restaurant,Restaurant / Food Service,4.446357571929725,377,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.14821191906432415,17.88598403419392,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Payroll efficiency,0.5999999999999996,170174,59481,5.0
"Waterloo-Cedar Falls, IA",IA,Midwest,restaurant,Restaurant / Food Service,43.578652208896386,110,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.5381092436974789,0.1970335050024287,47.45373544644826,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.5,170081,72382,3.5
"Odessa, TX",TX,South,restaurant,Restaurant / Food Service,70.30921877559105,21,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9,0.24364062585303525,66.64597763925981,71.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Affluent demand,0.10000000000000009,170022,78058,3.5
"Pueblo, CO",CO,West,restaurant,Restaurant / Food Service,7.124816319423082,335,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2374938773141027,12.073699786196917,27.999999999999996,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,1.2000000000000002,169866,62128,5.9
"Kenosha, WI",WI,Midwest,restaurant,Restaurant / Food Service,6.7193796912251065,347,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2239793230408369,22.929636290119333,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.10000000000000009,168754,83529,3.2
"Terre Haute, IN",IN,Midwest,restaurant,Restaurant / Food Service,13.232399442447152,234,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.2888253395050907,18.525520711735922,43.999999999999986,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.8000000000000003,166552,59209,4.4
"Janesville-Beloit, WI",WI,Midwest,restaurant,Restaurant / Food Service,10.978852087267477,268,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.2137070943324349,27.47527433371146,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.0,165461,70556,3.2
"Amherst Town-Northampton, MA",MA,Northeast,restaurant,Restaurant / Food Service,7.461153881617689,329,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2487051293872563,18.17793280347138,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.5999999999999996,165399,81732,3.8
"Kahului-Wailuku, HI",HI,West,restaurant,Restaurant / Food Service,26.059620914437104,144,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.8686540304812368,13.439524967828522,75.99999999999999,"Niche Cluster Bet: strongest signals are category demand footprint and low unemployment, while the main watchout is payroll efficiency.",Category demand footprint,Low unemployment,Recent labor momentum,Payroll efficiency,Affluent demand,0.0,163769,101168,4.4
"Bloomington, IN",IN,Midwest,restaurant,Restaurant / Food Service,18.196045009762358,182,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.10541874840935736,0.3605577540369115,19.664731919805767,44.00000000000001,"Niche Cluster Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.7999999999999998,162553,67243,3.8
"Grand Junction, CO",CO,West,restaurant,Restaurant / Food Service,54.27823977532744,70,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.6604903575725656,0.26813049150826174,47.766992649632165,43.999999999999986,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.8000000000000003,161260,75231,4.4
"Jackson, MI",MI,Midwest,restaurant,Restaurant / Food Service,4.298544129793782,379,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.1432848043264594,19.26766400388557,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Affluent demand,0.5999999999999996,160233,66155,4.8
"Logan, UT-ID",UT,West,restaurant,Restaurant / Food Service,65.95379305577016,36,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9086529340686337,0.07826958903219342,70.9793599449714,60.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Category demand footprint,0.3999999999999999,160053,81144,2.8
"State College, PA",PA,Northeast,restaurant,Restaurant / Food Service,11.954773604751503,256,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.31803268337677426,24.30882565012797,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Business density,0.0,159805,77110,2.9
